year,month,year_month,customer_state,customer_region,product_category_name_english,payment_type,delivery_status,total_orders,total_customers,total_items_sold,total_revenue,total_freight,total_payment_value,average_item_price,average_payment_value,average_delivery_days,late_orders,late_delivery_rate
2018,3,2018-03,BA,Northeast,computers_accessories,boleto,Late,1,1,1,27.9,16.79,44.69,27.9,44.69,36.0,1,1.0
2017,11,2017-11,RJ,Southeast,baby,credit_card,Not Delivered,2,2,2,383.9,114.25999999999999,498.15999999999997,191.95,249.07999999999998,null,0,0.0
2018,2,2018-02,MG,Southeast,pet_shop,credit_card,Late,1,1,1,109.99,16.53,126.52,109.99,126.52,34.0,1,1.0
2018,2,2018-02,BA,Northeast,watches_gifts,credit_card,Not Delivered,1,1,1,65.0,16.89,81.89,65.0,81.89,null,0,0.0
2017,5,2017-05,PR,South,fashion_sport,credit_card,On Time,1,1,1,49.9,15.1,65.0,49.9,65.0,9.0,0,0.0
2017,10,2017-10,SP,Southeast,luggage_accessories,boleto,On Time,4,4,4,418.1,102.12,520.22,104.525,130.055,9.25,0,0.0
2018,5,2018-05,SP,Southeast,musical_instruments,credit_card,On Time,16,16,16,4004.1800000000003,416.7,4452.589999999999,250.26125000000002,278.28687499999995,5.75,0,0.0
2017,3,2017-03,RJ,Southeast,garden_tools,boleto,On Time,3,3,3,274.78999999999996,58.559999999999995,333.35,91.59666666666665,111.11666666666667,10.333333333333334,0,0.0
2018,3,2018-03,PE,Northeast,fashion_bags_accessories,credit_card,On Time,2,2,3,109.88,81.08,312.97999999999996,36.626666666666665,104.32666666666665,11.0,0,0.0
2017,2,2017-02,DF,Central-West,computers_accessories,credit_card,On Time,1,1,1,3699.99,36.23,3736.22,3699.99,3736.22,12.0,0,0.0
2017,11,2017-11,PB,Northeast,health_beauty,credit_card,Late,1,1,1,84.99,35.91,120.9,84.99,120.9,36.0,1,1.0
2017,6,2017-06,PE,Northeast,computers_accessories,voucher,Late,1,1,1,89.9,54.3,144.2,89.9,144.2,53.0,1,1.0
2018,4,2018-04,DF,Central-West,industry_commerce_and_business,credit_card,On Time,2,2,3,260.0,90.66,554.8399999999999,86.66666666666667,184.94666666666663,4.333333333333333,0,0.0
2017,10,2017-10,PI,Northeast,toys,credit_card,On Time,2,2,2,149.89,60.92,210.81,74.945,105.405,14.0,0,0.0
2018,8,2018-08,RS,South,art,boleto,On Time,1,1,1,97.5,19.87,117.37,97.5,117.37,13.0,0,0.0
2018,4,2018-04,SP,Southeast,fixed_telephony,credit_card,On Time,3,3,3,445.97,37.03,483.0,148.65666666666667,161.0,5.666666666666667,0,0.0
2017,8,2017-08,SC,South,bed_bath_table,credit_card,Not Delivered,2,2,2,81.9,30.189999999999998,112.09,40.95,56.045,null,0,0.0
2018,4,2018-04,MG,Southeast,construction_tools_safety,credit_card,On Time,1,1,1,94.68,22.37,117.05,94.68,117.05,17.0,0,0.0
2017,9,2017-09,RJ,Southeast,fixed_telephony,boleto,On Time,1,1,1,32.99,14.1,47.09,32.99,47.09,6.0,0,0.0
2017,7,2017-07,ES,Southeast,bed_bath_table,credit_card,On Time,7,7,7,482.69,112.46,657.58,68.95571428571428,93.94000000000001,13.285714285714286,0,0.0
2017,10,2017-10,SP,Southeast,electronics,credit_card,On Time,11,11,11,431.35999999999996,111.1,542.4599999999999,39.21454545454545,49.314545454545446,6.454545454545454,0,0.0
2017,1,2017-01,GO,Central-West,fixed_telephony,boleto,On Time,1,1,2,90.0,35.82,251.64,45.0,125.82,11.0,0,0.0
2018,5,2018-05,RS,South,stationery,voucher,On Time,1,1,1,68.0,18.36,86.36,68.0,86.36,19.0,0,0.0
2017,8,2017-08,SP,Southeast,musical_instruments,credit_card,On Time,2,2,2,141.8,30.0,192.20999999999998,70.9,96.10499999999999,4.5,0,0.0
2017,11,2017-11,RJ,Southeast,audio,boleto,On Time,2,2,2,267.79,32.07,299.86,133.895,149.93,17.0,0,0.0
2018,5,2018-05,BA,Northeast,computers_accessories,credit_card,On Time,8,8,9,810.1899999999999,176.54000000000002,1078.65,90.02111111111111,119.85000000000001,16.555555555555557,0,0.0
2017,10,2017-10,PA,North,auto,boleto,On Time,1,1,1,40.0,25.63,65.63,40.0,65.63,32.0,0,0.0
2017,9,2017-09,RJ,Southeast,computers_accessories,debit_card,On Time,1,1,1,27.9,14.1,42.0,27.9,42.0,17.0,0,0.0
2017,5,2017-05,MG,Southeast,watches_gifts,credit_card,Not Delivered,1,1,1,55.0,15.14,70.14,55.0,70.14,null,0,0.0
2017,2,2017-02,DF,Central-West,health_beauty,boleto,On Time,1,1,1,87.99,20.67,108.66,87.99,108.66,10.0,0,0.0
2017,11,2017-11,MT,Central-West,small_appliances,boleto,On Time,1,1,1,178.0,28.63,206.63,178.0,206.63,14.0,0,0.0
2018,5,2018-05,MG,Southeast,sports_leisure,boleto,On Time,7,7,9,603.9799999999999,172.69,1512.4600000000003,67.10888888888888,168.05111111111114,10.777777777777779,0,0.0
2018,2,2018-02,SP,Southeast,stationery,voucher,On Time,1,1,2,19.98,15.56,71.08,9.99,35.54,4.0,0,0.0
2017,5,2017-05,RJ,Southeast,furniture_living_room,voucher,Late,1,1,1,179.99,27.58,207.57,179.99,207.57,39.0,1,1.0
2018,7,2018-07,SP,Southeast,costruction_tools_tools,credit_card,On Time,3,3,3,2221.2,63.2,2284.4,740.4,761.4666666666667,6.0,0,0.0
2017,10,2017-10,SP,Southeast,computers_accessories,boleto,Not Delivered,1,1,1,47.7,8.72,56.42,47.7,56.42,null,0,0.0
2018,2,2018-02,PR,South,small_appliances_home_oven_and_coffee,credit_card,On Time,1,1,1,750.0,47.62,797.62,750.0,797.62,17.0,0,0.0
2018,1,2018-01,ES,Southeast,auto,credit_card,On Time,4,4,4,418.75,91.53999999999999,510.28999999999996,104.6875,127.57249999999999,15.0,0,0.0
2017,8,2017-08,GO,Central-West,musical_instruments,boleto,On Time,1,1,1,16.9,34.15,51.05,16.9,51.05,13.0,0,0.0
2018,1,2018-01,MS,Central-West,computers,credit_card,On Time,1,1,1,599.0,91.68,690.68,599.0,690.68,19.0,0,0.0
2017,4,2017-04,PR,South,furniture_decor,credit_card,Late,1,1,1,10.9,14.52,25.42,10.9,25.42,22.0,1,1.0
2017,11,2017-11,RJ,Southeast,furniture_living_room,credit_card,On Time,2,2,2,899.8,160.93,1060.73,449.9,530.365,15.5,0,0.0
2018,5,2018-05,PA,North,telephony,boleto,On Time,1,1,1,1209.0,92.01,1301.01,1209.0,1301.01,28.0,0,0.0
2017,6,2017-06,RJ,Southeast,sports_leisure,boleto,Late,2,2,2,1047.75,161.62,1209.37,523.875,604.685,25.5,2,1.0
2018,6,2018-06,RO,North,null,debit_card,On Time,1,1,1,239.0,61.73,300.73,239.0,300.73,12.0,0,0.0
2018,1,2018-01,MG,Southeast,telephony,debit_card,On Time,1,1,1,27.99,14.1,42.09,27.99,42.09,11.0,0,0.0
2017,6,2017-06,PA,North,market_place,boleto,On Time,1,1,1,79.9,25.01,104.91,79.9,104.91,14.0,0,0.0
2017,9,2017-09,AM,North,office_furniture,boleto,On Time,1,1,1,135.9,48.39,184.29,135.9,184.29,25.0,0,0.0
2018,1,2018-01,RS,South,luggage_accessories,boleto,On Time,1,1,1,248.99,74.69,323.68,248.99,323.68,12.0,0,0.0
2018,5,2018-05,PR,South,books_technical,credit_card,On Time,1,1,1,35.0,15.23,50.23,35.0,50.23,9.0,0,0.0
2018,2,2018-02,DF,Central-West,perfumery,boleto,On Time,2,1,2,65.99000000000001,31.78,97.77,32.995000000000005,48.885,14.0,0,0.0
2017,12,2017-12,MG,Southeast,consoles_games,boleto,On Time,1,1,1,100.0,12.83,112.83,100.0,112.83,8.0,0,0.0
2018,7,2018-07,MT,Central-West,baby,voucher,On Time,1,1,1,19.99,22.07,42.06,19.99,42.06,7.0,0,0.0
2017,3,2017-03,RS,South,null,credit_card,Not Delivered,2,2,0,null,null,200.84,null,100.42,null,0,0.0
2018,6,2018-06,MT,Central-West,home_construction,credit_card,On Time,1,1,1,119.85,23.99,143.84,119.85,143.84,16.0,0,0.0
2018,7,2018-07,SE,Northeast,construction_tools_construction,debit_card,On Time,1,1,1,779.9,67.48,847.38,779.9,847.38,8.0,0,0.0
2017,3,2017-03,GO,Central-West,baby,credit_card,Not Delivered,1,1,1,119.9,29.12,149.02,119.9,149.02,null,0,0.0
2017,7,2017-07,RJ,Southeast,books_general_interest,credit_card,On Time,1,1,1,129.9,14.5,144.4,129.9,144.4,11.0,0,0.0
2018,3,2018-03,MG,Southeast,bed_bath_table,voucher,Late,1,1,1,39.9,16.6,56.5,39.9,56.5,23.0,1,1.0
2017,10,2017-10,SP,Southeast,luggage_accessories,credit_card,On Time,14,14,16,1541.9800000000005,289.1,2099.1200000000003,96.37375000000003,131.19500000000002,7.375,0,0.0
2017,6,2017-06,SP,Southeast,small_appliances,boleto,On Time,2,2,2,2189.9,87.44,2277.34,1094.95,1138.67,10.0,0,0.0
2018,2,2018-02,MG,Southeast,garden_tools,boleto,On Time,11,11,13,1029.1,252.25,1551.35,79.16153846153846,119.33461538461538,16.615384615384617,0,0.0
2017,11,2017-11,SP,Southeast,pet_shop,boleto,Not Delivered,1,1,1,99.9,16.33,116.23,99.9,116.23,null,0,0.0
2017,4,2017-04,SP,Southeast,health_beauty,credit_card,On Time,45,45,48,6251.779999999996,748.9800000000001,7212.609999999999,130.24541666666659,150.2627083333333,10.041666666666666,0,0.0
2017,11,2017-11,MT,Central-West,fashion_bags_accessories,credit_card,On Time,1,1,1,68.2,16.92,85.12,68.2,85.12,18.0,0,0.0
2017,6,2017-06,SP,Southeast,bed_bath_table,credit_card,On Time,113,110,129,11398.239999999982,1768.2600000000002,16215.029999999997,88.35844961240296,125.69790697674416,9.565891472868216,0,0.0
2018,7,2018-07,BA,Northeast,furniture_decor,credit_card,On Time,4,4,4,319.89,111.66,431.55,79.9725,107.8875,10.5,0,0.0
2018,3,2018-03,SP,Southeast,health_beauty,credit_card,On Time,169,168,194,22462.720000000012,2677.6400000000026,31037.97,115.78721649484542,159.98953608247425,7.530927835051546,0,0.0
2018,4,2018-04,RJ,Southeast,auto,credit_card,Not Delivered,2,2,2,588.89,88.76,677.65,294.445,338.825,null,0,0.0
2017,6,2017-06,SP,Southeast,watches_gifts,credit_card,Not Delivered,1,1,1,259.0,16.56,275.56,259.0,275.56,null,0,0.0
2018,4,2018-04,ES,Southeast,telephony,boleto,Late,1,1,1,24.9,19.04,43.94,24.9,43.94,34.0,1,1.0
2018,5,2018-05,RJ,Southeast,null,boleto,On Time,1,1,1,28.45,13.47,125.75,28.45,125.75,13.0,0,0.0
2018,4,2018-04,SP,Southeast,auto,debit_card,On Time,1,1,1,27.9,7.87,35.77,27.9,35.77,2.0,0,0.0
2018,2,2018-02,SC,South,baby,boleto,On Time,1,1,1,169.9,31.94,201.84,169.9,201.84,15.0,0,0.0
2018,8,2018-08,RJ,Southeast,construction_tools_lights,credit_card,On Time,2,2,2,269.89,43.879999999999995,313.77,134.945,156.885,9.5,0,0.0
2017,5,2017-05,PR,South,bed_bath_table,credit_card,On Time,7,7,11,615.19,184.81,1310.58,55.92636363636364,119.14363636363636,7.2727272727272725,0,0.0
2018,6,2018-06,SC,South,sports_leisure,debit_card,On Time,1,1,1,89.0,16.81,105.81,89.0,105.81,7.0,0,0.0
2017,4,2017-04,RO,North,perfumery,credit_card,Late,1,1,1,355.9,26.98,382.88,355.9,382.88,39.0,1,1.0
2017,10,2017-10,SP,Southeast,furniture_decor,credit_card,On Time,66,66,95,5303.309999999996,1246.2500000000005,10819.479999999998,55.82431578947364,113.88926315789472,6.778947368421052,0,0.0
2018,3,2018-03,ES,Southeast,luggage_accessories,credit_card,On Time,1,1,1,48.0,15.23,63.23,48.0,63.23,11.0,0,0.0
2016,10,2016-10,SP,Southeast,baby,credit_card,On Time,3,3,4,311.6,48.11,584.03,77.9,146.0075,14.25,0,0.0
2017,12,2017-12,SP,Southeast,market_place,boleto,On Time,2,2,2,69.8,19.63,89.43,34.9,44.715,6.5,0,0.0
2017,10,2017-10,ES,Southeast,health_beauty,boleto,On Time,1,1,1,89.99,17.07,107.06,89.99,107.06,11.0,0,0.0
2017,11,2017-11,PR,South,baby,credit_card,On Time,8,8,10,1323.5399999999997,168.32999999999998,2059.7,132.35399999999998,205.96999999999997,11.6,0,0.0
2017,12,2017-12,CE,Northeast,garden_tools,credit_card,On Time,3,3,3,208.8,87.79,296.59000000000003,69.60000000000001,98.86333333333334,22.666666666666668,0,0.0
2018,6,2018-06,SP,Southeast,null,voucher,On Time,2,2,2,38.03,16.27,54.3,19.015,27.15,5.5,0,0.0
2017,4,2017-04,RJ,Southeast,electronics,boleto,On Time,3,3,3,128.8,45.82,174.62,42.93333333333334,58.20666666666667,14.333333333333334,0,0.0
2018,4,2018-04,MT,Central-West,stationery,boleto,On Time,1,1,1,39.99,15.44,55.43,39.99,55.43,14.0,0,0.0
2018,7,2018-07,PA,North,baby,boleto,On Time,1,1,1,97.8,37.6,135.4,97.8,135.4,13.0,0,0.0
2018,8,2018-08,MG,Southeast,electronics,boleto,Late,1,1,1,17.49,15.23,32.72,17.49,32.72,12.0,1,1.0
2017,8,2017-08,BA,Northeast,stationery,boleto,On Time,1,1,1,100.0,19.94,119.94,100.0,119.94,10.0,0,0.0
2017,9,2017-09,BA,Northeast,consoles_games,credit_card,On Time,4,4,4,512.97,67.36,580.33,128.2425,145.0825,14.25,0,0.0
2018,4,2018-04,BA,Northeast,health_beauty,credit_card,Not Delivered,1,1,1,110.0,26.06,136.06,110.0,136.06,null,0,0.0
2017,11,2017-11,SP,Southeast,baby,credit_card,Late,7,7,7,1121.5700000000002,190.64,1312.2099999999998,160.22428571428574,187.4585714285714,34.857142857142854,7,1.0
2017,5,2017-05,PE,Northeast,stationery,credit_card,On Time,2,2,2,158.9,77.02,235.92000000000002,79.45,117.96000000000001,13.5,0,0.0
2018,8,2018-08,CE,Northeast,bed_bath_table,boleto,On Time,1,1,1,114.9,47.46,162.36,114.9,162.36,8.0,0,0.0
2018,6,2018-06,MS,Central-West,health_beauty,credit_card,On Time,1,1,1,1099.0,38.56,1137.56,1099.0,1137.56,17.0,0,0.0
2017,8,2017-08,PE,Northeast,watches_gifts,credit_card,Late,1,1,1,159.9,26.4,186.3,159.9,186.3,42.0,1,1.0
2017,3,2017-03,MG,Southeast,sports_leisure,boleto,On Time,5,5,5,347.28000000000003,90.53,437.81,69.456,87.562,13.4,0,0.0
2017,11,2017-11,MA,Northeast,garden_tools,credit_card,Late,1,1,1,49.0,37.97,86.97,49.0,86.97,46.0,1,1.0
2018,2,2018-02,RJ,Southeast,books_general_interest,credit_card,On Time,1,1,1,117.5,12.28,129.78,117.5,129.78,3.0,0,0.0
2017,10,2017-10,RJ,Southeast,party_supplies,credit_card,On Time,1,1,1,67.9,16.73,84.63,67.9,84.63,5.0,0,0.0
2018,5,2018-05,AP,North,housewares,credit_card,On Time,1,1,1,130.0,16.2,146.2,130.0,146.2,21.0,0,0.0
2018,4,2018-04,SP,Southeast,cool_stuff,voucher,Not Delivered,1,1,1,176.99,17.21,194.2,176.99,194.2,null,0,0.0
2017,8,2017-08,PR,South,computers_accessories,credit_card,On Time,9,9,10,504.58000000000004,181.98999999999998,749.77,50.458000000000006,74.977,9.1,0,0.0
2018,6,2018-06,MG,Southeast,garden_tools,boleto,On Time,5,5,6,410.37,128.71,718.4200000000001,68.395,119.73666666666668,9.166666666666666,0,0.0
2017,7,2017-07,PE,Northeast,auto,credit_card,On Time,1,1,1,39.9,25.63,65.53,39.9,65.53,26.0,0,0.0
2017,4,2017-04,SC,South,audio,credit_card,On Time,1,1,1,79.0,14.31,93.31,79.0,93.31,24.0,0,0.0
2018,2,2018-02,MG,Southeast,housewares,credit_card,Not Delivered,2,2,2,94.80000000000001,32.839999999999996,127.64,47.400000000000006,63.82,null,0,0.0
2017,10,2017-10,MG,Southeast,furniture_decor,credit_card,Not Delivered,1,1,1,59.9,17.99,77.89,59.9,77.89,null,0,0.0
2018,8,2018-08,MA,Northeast,health_beauty,credit_card,Late,1,1,1,64.99,9.15,74.14,64.99,74.14,3.0,1,1.0
2017,7,2017-07,MG,Southeast,fashion_shoes,credit_card,On Time,4,4,4,327.44,69.65,397.09,81.86,99.2725,16.25,0,0.0
2018,5,2018-05,RJ,Southeast,sports_leisure,boleto,Late,2,2,2,101.0,36.7,137.7,50.5,68.85,28.0,2,1.0
2018,5,2018-05,RJ,Southeast,electronics,credit_card,Not Delivered,1,1,1,750.0,121.58,871.58,750.0,871.58,null,0,0.0
2018,1,2018-01,CE,Northeast,housewares,voucher,On Time,1,1,1,686.21,53.82,740.03,686.21,740.03,23.0,0,0.0
2018,8,2018-08,BA,Northeast,perfumery,boleto,On Time,1,1,1,92.99,22.58,115.57,92.99,115.57,20.0,0,0.0
2017,9,2017-09,RS,South,garden_tools,boleto,On Time,4,4,6,345.49,105.94,916.83,57.58166666666667,152.805,13.833333333333334,0,0.0
2017,11,2017-11,BA,Northeast,home_confort,credit_card,Late,1,1,1,89.9,50.5,140.4,89.9,140.4,26.0,1,1.0
2018,7,2018-07,TO,North,furniture_decor,credit_card,On Time,1,1,1,24.9,19.08,43.98,24.9,43.98,6.0,0,0.0
2017,8,2017-08,RJ,Southeast,home_appliances,boleto,Not Delivered,1,1,1,94.8,15.41,110.21,94.8,110.21,null,0,0.0
2017,5,2017-05,RS,South,costruction_tools_garden,credit_card,On Time,1,1,1,599.9,47.5,647.4,599.9,647.4,9.0,0,0.0
2017,1,2017-01,ES,Southeast,pet_shop,credit_card,On Time,1,1,1,70.83,52.21,123.04,70.83,123.04,29.0,0,0.0
2017,10,2017-10,SC,South,auto,credit_card,On Time,4,4,4,721.96,71.38,793.34,180.49,198.335,13.75,0,0.0
2018,5,2018-05,MS,Central-West,home_construction,boleto,On Time,1,1,1,128.0,23.48,151.48,128.0,151.48,18.0,0,0.0
2018,6,2018-06,SP,Southeast,art,boleto,On Time,4,4,4,368.78,50.67,419.45,92.195,104.8625,4.5,0,0.0
2018,3,2018-03,DF,Central-West,health_beauty,boleto,On Time,3,3,3,943.79,93.72999999999999,1037.52,314.59666666666664,345.84,14.333333333333334,0,0.0
2018,2,2018-02,ES,Southeast,watches_gifts,boleto,On Time,3,3,3,320.0,46.51,366.51,106.66666666666667,122.17,14.0,0,0.0
2018,8,2018-08,PR,South,construction_tools_lights,boleto,On Time,1,1,1,169.99,23.99,193.98,169.99,193.98,10.0,0,0.0
2018,4,2018-04,PA,North,cool_stuff,credit_card,On Time,2,2,2,398.0,101.00999999999999,499.01,199.0,249.505,33.5,0,0.0
2018,1,2018-01,CE,Northeast,food_drink,credit_card,On Time,1,1,2,17.98,35.26,106.48,8.99,53.24,16.0,0,0.0
2018,2,2018-02,PE,Northeast,computers_accessories,boleto,Late,1,1,1,135.0,31.62,166.62,135.0,166.62,28.0,1,1.0
2018,3,2018-03,PI,Northeast,telephony,boleto,On Time,1,1,1,45.99,22.85,68.84,45.99,68.84,14.0,0,0.0
2017,2,2017-02,RJ,Southeast,null,credit_card,Not Delivered,7,7,0,null,null,700.25,null,100.03571428571429,null,0,0.0
2017,5,2017-05,PI,Northeast,toys,boleto,On Time,1,1,1,299.99,28.3,1150.8,299.99,1150.8,7.0,0,0.0
2017,1,2017-01,MT,Central-West,cool_stuff,credit_card,On Time,1,1,1,449.0,27.34,476.34,449.0,476.34,12.0,0,0.0
2017,11,2017-11,RJ,Southeast,health_beauty,credit_card,On Time,35,35,35,4600.3,713.7600000000001,5314.06,131.43714285714287,151.83028571428574,10.771428571428572,0,0.0
2018,3,2018-03,SP,Southeast,perfumery,credit_card,On Time,69,68,76,7634.599999999995,939.2100000000002,9789.840000000002,100.45526315789466,128.81368421052633,7.0131578947368425,0,0.0
2018,2,2018-02,MG,Southeast,auto,credit_card,On Time,29,29,32,5544.089999999998,757.95,7719.709999999998,173.25281249999995,241.24093749999994,12.375,0,0.0
2017,11,2017-11,SE,Northeast,perfumery,credit_card,On Time,1,1,1,142.5,21.8,164.3,142.5,164.3,18.0,0,0.0
2017,11,2017-11,RJ,Southeast,toys,credit_card,Late,11,11,11,1491.3200000000002,201.04000000000002,1692.3599999999997,135.57454545454547,153.85090909090906,31.0,11,1.0
2017,6,2017-06,RS,South,fashion_bags_accessories,credit_card,On Time,3,3,3,269.97,47.56,317.53000000000003,89.99000000000001,105.84333333333335,10.333333333333334,0,0.0
2018,5,2018-05,SC,South,toys,credit_card,On Time,3,3,3,708.89,66.77000000000001,775.6600000000001,236.29666666666665,258.55333333333334,7.0,0,0.0
2018,2,2018-02,RJ,Southeast,fashion_underwear_beach,credit_card,Late,1,1,1,49.9,15.1,65.0,49.9,65.0,28.0,1,1.0
2018,2,2018-02,MG,Southeast,fashion_bags_accessories,boleto,On Time,4,4,4,208.9,68.58,277.48,52.225,69.37,12.75,0,0.0
2018,2,2018-02,SP,Southeast,market_place,credit_card,Late,1,1,1,160.0,14.14,174.14,160.0,174.14,20.0,1,1.0
2017,11,2017-11,SP,Southeast,consoles_games,boleto,Not Delivered,1,1,1,339.0,10.57,349.57,339.0,349.57,null,0,0.0
2017,8,2017-08,PR,South,computers_accessories,boleto,On Time,3,3,3,128.79,43.37,172.16,42.93,57.38666666666666,7.333333333333333,0,0.0
2018,8,2018-08,SP,Southeast,health_beauty,voucher,On Time,5,5,5,386.21,66.5,452.71000000000004,77.24199999999999,90.542,5.6,0,0.0
2018,4,2018-04,SC,South,null,credit_card,On Time,3,3,3,738.66,64.6,803.26,246.22,267.75333333333333,10.0,0,0.0
2017,11,2017-11,MG,Southeast,sports_leisure,credit_card,On Time,36,35,37,5416.249999999998,804.5000000000002,6334.6500000000015,146.38513513513507,171.2067567567568,10.108108108108109,0,0.0
2018,8,2018-08,AM,North,sports_leisure,credit_card,On Time,1,1,1,49.9,23.07,72.97,49.9,72.97,9.0,0,0.0
2018,1,2018-01,MS,Central-West,cool_stuff,credit_card,On Time,2,2,2,269.99,48.92,318.90999999999997,134.995,159.45499999999998,8.5,0,0.0
2017,6,2017-06,SC,South,books_general_interest,credit_card,On Time,1,1,1,115.0,13.06,128.06,115.0,128.06,17.0,0,0.0
2018,7,2018-07,RS,South,luggage_accessories,boleto,On Time,1,1,1,129.9,15.21,145.11,129.9,145.11,8.0,0,0.0
2017,5,2017-05,ES,Southeast,computers_accessories,credit_card,On Time,5,5,5,904.25,86.41,990.66,180.85,198.132,11.6,0,0.0
2018,4,2018-04,CE,Northeast,housewares,credit_card,Not Delivered,1,1,1,399.0,44.85,443.85,399.0,443.85,null,0,0.0
2018,8,2018-08,MG,Southeast,pet_shop,boleto,Late,1,1,1,110.0,17.75,127.75,110.0,127.75,6.0,1,1.0
2018,4,2018-04,CE,Northeast,consoles_games,credit_card,On Time,1,1,1,79.0,60.61,139.61,79.0,139.61,22.0,0,0.0
2017,12,2017-12,RJ,Southeast,null,boleto,Late,3,3,3,337.9,43.68,381.58,112.63333333333333,127.19333333333333,34.0,3,1.0
2018,8,2018-08,SC,South,construction_tools_safety,credit_card,On Time,3,3,3,620.74,85.44,706.18,206.91333333333333,235.39333333333332,8.0,0,0.0
2018,7,2018-07,RS,South,kitchen_dining_laundry_garden_furniture,boleto,On Time,1,1,1,139.0,57.45,196.45,139.0,196.45,9.0,0,0.0
2018,1,2018-01,RJ,Southeast,drinks,boleto,On Time,2,2,2,110.98,32.3,143.28,55.49,71.64,13.5,0,0.0
2018,7,2018-07,PA,North,fashion_bags_accessories,boleto,On Time,1,1,1,49.9,37.26,87.16,49.9,87.16,11.0,0,0.0
2018,1,2018-01,PA,North,electronics,credit_card,On Time,3,3,3,719.9499999999999,186.92999999999998,906.8799999999999,239.98333333333332,302.2933333333333,14.666666666666666,0,0.0
2018,3,2018-03,MG,Southeast,construction_tools_construction,credit_card,Late,1,1,1,799.0,25.08,824.08,799.0,824.08,27.0,1,1.0
2017,5,2017-05,SP,Southeast,consoles_games,boleto,On Time,3,3,3,293.8,38.24,332.03999999999996,97.93333333333334,110.67999999999999,11.0,0,0.0
2018,8,2018-08,RS,South,home_confort,credit_card,On Time,2,2,2,276.9,42.540000000000006,319.44,138.45,159.72,8.5,0,0.0
2018,6,2018-06,PR,South,furniture_decor,voucher,On Time,1,1,2,78.0,38.92,233.84,39.0,116.92,6.0,0,0.0
2017,2,2017-02,AP,North,fixed_telephony,credit_card,On Time,1,1,5,199.95000000000002,124.2,1620.75,39.99,324.15,16.0,0,0.0
2017,10,2017-10,RS,South,housewares,credit_card,On Time,6,6,8,695.03,164.6,1432.7400000000002,86.87875,179.09250000000003,11.75,0,0.0
2017,11,2017-11,SP,Southeast,construction_tools_safety,credit_card,On Time,3,3,3,1310.7900000000002,50.21,1361.0,436.93000000000006,453.6666666666667,6.666666666666667,0,0.0
2017,3,2017-03,RJ,Southeast,perfumery,boleto,On Time,3,3,3,330.9,27.020000000000003,682.1200000000001,110.3,227.37333333333336,7.333333333333333,0,0.0
2017,8,2017-08,RS,South,furniture_decor,credit_card,Late,5,5,6,451.4,98.2,681.62,75.23333333333333,113.60333333333334,36.0,6,1.2
2018,7,2018-07,MG,Southeast,auto,boleto,On Time,7,7,8,970.1899999999999,211.57999999999998,1236.23,121.27374999999999,154.52875,8.25,0,0.0
2018,4,2018-04,RS,South,agro_industry_and_commerce,boleto,On Time,1,1,1,77.0,23.12,100.12,77.0,100.12,8.0,0,0.0
2017,8,2017-08,RJ,Southeast,office_furniture,boleto,On Time,3,3,3,681.89,92.64,774.53,227.29666666666665,258.1766666666667,12.0,0,0.0
2018,3,2018-03,MG,Southeast,sports_leisure,credit_card,Late,8,8,9,682.1800000000001,208.67000000000002,964.2900000000001,75.79777777777778,107.14333333333335,26.88888888888889,9,1.125
2017,11,2017-11,SC,South,fashion_male_clothing,boleto,On Time,1,1,1,59.9,16.18,76.08,59.9,76.08,23.0,0,0.0
2017,2,2017-02,SC,South,market_place,credit_card,On Time,1,1,1,76.9,18.82,95.72,76.9,95.72,7.0,0,0.0
2018,8,2018-08,MG,Southeast,home_construction,boleto,On Time,1,1,1,119.85,23.64,143.49,119.85,143.49,18.0,0,0.0
2018,6,2018-06,RR,North,sports_leisure,boleto,On Time,1,1,1,259.9,45.53,305.43,259.9,305.43,21.0,0,0.0
2017,6,2017-06,PI,Northeast,perfumery,credit_card,On Time,1,1,1,96.0,34.47,130.47,96.0,130.47,11.0,0,0.0
2018,2,2018-02,AL,Northeast,health_beauty,credit_card,On Time,3,3,3,220.68,104.74000000000001,325.42,73.56,108.47333333333334,17.333333333333332,0,0.0
2017,6,2017-06,PR,South,fashio_female_clothing,credit_card,On Time,2,2,2,89.9,29.299999999999997,119.2,44.95,59.6,13.0,0,0.0
2018,5,2018-05,RJ,Southeast,perfumery,credit_card,On Time,15,15,16,2972.1800000000003,253.72000000000003,3806.2,185.76125000000002,237.8875,9.5625,0,0.0
2017,2,2017-02,ES,Southeast,watches_gifts,boleto,On Time,1,1,1,124.9,16.57,141.47,124.9,141.47,18.0,0,0.0
2018,5,2018-05,PE,Northeast,housewares,credit_card,On Time,3,3,5,377.76,193.92,1072.96,75.55199999999999,214.592,13.2,0,0.0
2017,2,2017-02,DF,Central-West,auto,credit_card,On Time,2,2,2,339.8,55.07,394.87,169.9,197.435,11.5,0,0.0
2018,3,2018-03,RS,South,home_construction,boleto,Late,1,1,1,54.4,16.35,70.75,54.4,70.75,27.0,1,1.0
2017,8,2017-08,SP,Southeast,sports_leisure,credit_card,Not Delivered,6,6,6,933.6899999999999,132.37,1066.06,155.61499999999998,177.67666666666665,null,0,0.0
2018,6,2018-06,SC,South,food,credit_card,On Time,1,1,1,27.9,18.3,46.2,27.9,46.2,6.0,0,0.0
